;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;nutrition;;;;;;;vitamins & minerals;;;;;;;;;;;;;;;;;;;;;
;;NDB_No;Descrip;Energy_kcal;Protein_g;Saturated_fats_g;Fat_g;Carb_g;Fiber_g;Sugar_g;Calcium_mg;Iron_mg;Magnesium_mg;Phosphorus_mg;Potassium_mg;Sodium_mg;Zinc_mg;Copper_mcg;Manganese_mg;Selenium_mcg;VitC_mg;Thiamin_mg;Riboflavin_mg;Niacin_mg;VitB6_mg;Folate_mcg;VitB12_mcg;VitA_mcg;VitE_mg;VitD2_mcg;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;21232;mcdonald's  flt-o-fsh;282;11;3;15;26;1;4;120;2;27;137;220;434;1;0;0;26;0;0;0;2;0;0;1;0;1.17;0;;
;;13831;"beef rib whl (ribs 6-12) lnfat 18""fat sel ckd brld";315;23;10;24;0;0;0;11;2;20;182;321;64;5;0;0;21;0;0;0;3;0;6;3;0;0;0;;
;;20071;wheat hard red spring;329;15;0;2;68;12;0;25;4;124;332;340;2;3;0;4;71;0;1;0;6;0;43;0;0;1.01;0;;
;;10054;pork frsh loin sirloin (chops) bone-in lnfat ckd brld;222;27;4;12;0;0;0;60;1;23;280;363;86;4;0;0;42;0;1;0;8;1;0;1;5;0.24;1;;
;;43537;babyfood dssrt blueberry yogurt str;77;1;0;1;17;0;14;25;0;13;109;62;14;0;0;0;1;12;0;0;0;0;8;0;3;0.4;0;;
;;23247;"beef top loin filet bnless ln 18"" fat all grds ckd grilled";195;29;3;9;0;0;0;17;2;26;235;377;63;6;0;0;34;0;0;0;9;1;7;4;2;0;0;;
;;12059;acorns dried;509;8;4;31;54;0;0;54;1;82;103;709;0;1;1;1;0;0;0;0;2;1;115;0;0;0;0;;
;;5059;chicken broilers or fryers breast meatskn ckd fried flr;222;32;2;9;2;0;0;16;1;30;233;259;76;1;0;0;24;0;0;0;14;1;4;0;15;0;0;;
;;1074;sour crm imitn cultured;208;2;18;20;7;0;7;3;0;6;45;161;102;1;0;0;3;0;0;0;0;0;0;0;0;0.74;0;;
;;1265;cheese cheddar nonfat or fat free;157;32;0;0;7;0;0;893;0;16;484;66;1000;2;0;0;15;0;0;0;0;0;11;0;60;0.06;0;;
;;28281;sunshine cheez-it red fat crackers;449;13;4;15;67;2;1;137;4;19;104;117;823;1;0;0;0;0;1;0;6;0;0;0;115;0;0;;
;;9233;passion-fruit juc yel raw;60;1;0;0;14;0;14;4;0;17;25;278;6;0;0;0;0;18;0;0;2;0;8;0;47;0.01;0;;
;;5628;emu inside drum raw;108;22;0;1;0;0;0;4;5;26;229;318;102;4;0;0;31;0;0;0;7;1;12;2;5;0.22;0;;
;;3864;inf form me jo next step proso lipil reato feed w ara  dha;67;2;1;3;8;0;8;128;1;7;85;79;23;1;0;0;2;8;0;0;1;0;0;0;58;0.6;1;;
;;11833;potatoes bld ckd wo skn flesh w salt;86;2;0;0;20;2;1;8;0;20;40;328;241;0;0;0;0;7;0;0;1;0;9;0;0;0.01;0;;
;;10928;pork cured ham w nat juices whl bnless ln  fat htd rstd;114;21;1;3;1;0;1;6;1;22;318;367;1179;2;0;0;33;0;1;0;7;0;2;0;13;0.27;1;;
;;E044;manila tamarind;82;4;0;1;14;4;12;9;1;32.98;74;376;1;1;0;0;0;56;0;0;0;0;4;0;0;0.38;0;;
;;8363;cereals rte sun country kretschmer tstd wheat bran;200;18;1;5;60;41;0;66;14;606;1314;1284;6;11;1;17;0;0;1;0;21;1;193;0;0;0;0;;
;;3224;babyfood dssrt cherry vanilla pudd str;68;0;0;0;18;0;9;5;0;2;7;34;0;0;0;0;1;1;0;0;0;0;0;0;18;0.01;0;;
;;35080;deer (venison) sitka raw (alaska native);116;22;1;3;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;;
;;9102;fruit salad cnd h2o pk solliquids;30;0;0;0;8;1;0;7;0;5;9;78;3;0;0;0;0;2;0;0;0;0;3;0;22;0;0;;
;;15267;fish pollock alaska ckd (not previously frozen);80;19;0;0;0;0;0;13;0;37;206;364;166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;4673;margarine-like sprd smart balance reg buttery sprd;583;0;17;65;0;0;0;0;0;0;4;28;646;0;0;0;0;0;0;0;0;0;0;0;0;19.34;0;;
;;18272;ice crm cones sugar rolled-type;402;8;1;4;84;2;26;44;4;31;103;145;298;1;0;1;5;0;1;0;5;0;4;0;0;0.07;0;;
;;5710;turkey rtl parts breast meat only raw;114;23;0;2;0;0;0;9;1;27;185;267;74;1;0;0;22;0;0;0;10;1;7;1;5;0.09;0;;
;;3930;inf formula mead johnson next step prosobee prep from pdr;67;2;1;3;8;0;8;128;1;7;85;79;23;1;0;0;2;8;0;0;1;0;0;0;58;0.87;1;;
;;3990;inf formula  gerber  good start 2 protect plus  rtf;66;1;1;3;7;0;7;44;1;5;25;71;18;1;0;0;3;10;0;0;1;0;0;0;60;0.59;1;;
;;28102;keebler gripz chips deluxe choc chip cookies bite-size;473;5;8;19;71;3;31;0;4;36;83;152;385;1;0;0;0;0;0;0;3;0;0;0;0;0;0;;
;;11869;squash wntr hubbard ckd bld mshd wsalt;30;1;76;0;;3;3;10;0;13;14;214;241;0;0;0;0;7;0;0;0;0;10;0;200;0.12;0;;
;;3041;babyfood dinner vegdumplingsbf str;48;2;0;1;8;0;0;14;0;6;28;46;49;0;0;0;2;1;0;0;1;0;7;0;21;0.24;0;;
;;28386;pepperidge farm pumpernickel bread;259;0;1;3;47;5;3;110;4;0;0;0;586;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;
;;21245;wendy's ultimate chick grill sndwch;179;15;1;5;19;1;0;25;2;24;168;221;427;1;0;0;31;1;0;0;4;0;0;0;0;0;0;;
;;13095;"beef rib eye sml end (ribs 10-12) lnfat 0""fat choic raw";274;18;9;22;0;0;0;10;2;18;168;305;56;4;0;0;17;0;0;0;3;0;5;3;0;0;0;;
;;16159;tofu ex firm prep wnigari;83;10;1;5;1;1;1;282;2;35;111;130;4;1;0;1;13;0;0;0;0;0;9;0;0;0.01;0;;
;;7943;turkey breast smoked lemon pepper flavor 97 fat-free;95;21;0;1;1;0;0;0;0;0;0;0;1160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;1229;cheese white queso blanco;310;20;14;24;3;0;2;690;0;29;467;126;704;3;0;0;14;0;0;0;0;0;0;2;157;0.47;1;;
;;28280;sunshine cheez-it original crackers;507;11;6;26;57;2;1;147;4;15;63;97;753;1;0;0;0;0;1;0;4;0;0;0;100;0;0;;
;;B015;lentil whole  yellowish ;298;23;0;1;48;17;2;77;8;86.38;261;764;11;3;1;2;56;0;0;0;3;0;121;0;0;0.19;0;;
;;35184;smelt dried (alaska native);386;56;4;18;0;0;0;1600;5;89;1400;1000;420;7;0;1;194;0;0;0;6;0;0;19;139;4.51;0;;
;;6957;gravy brown inst dry;380;9;6;12;60;3;9;116;7;32;212;367;5053;1;0;0;9;2;0;0;2;0;26;0;0;0.38;0;;
;;11490;squash wntr hubbard bkd wo salt;50;2;0;1;11;5;5;17;0;22;23;358;8;0;0;0;1;10;0;0;1;0;16;0;335;0.2;0;;
;;19035;snacks popcorn oil-popped microwave reg flavor no trans fat;583;7;7;44;45;8;0;4;2;79;199;182;679;3;0;1;2;0;0;0;1;0;25;0;8;2.43;0;;
;;11109;cabbage raw;25;1;0;0;6;3;3;40;0;12;26;170;18;0;0;0;0;37;0;0;0;0;43;0;5;0.15;0;;
;;21328;mcdonald's sausage mcgriddles;312;8;5;18;31;1;11;63;1;14;316;145;737;1;0;0;0;0;0;0;3;0;0;0;0;0;0;;
;;13872;"beef rnd bttm rnd steak ln  fat 18"" fat choic ckd brsd";254;33;5;13;0;0;0;7;3;21;199;263;42;5;0;0;34;0;0;0;6;0;10;2;0;0.49;0;;
;;8204;cereals rte chocolate-flavored frstd puffed corn;405;3;1;4;87;4;44;70;16;36;141;176;534;1;0;0;7;53;1;1;18;2;19;5;1324;0.11;0;;
;;19213;rennin choc dry mix prep w 2 milk;85;3;1;2;13;1;0;126;0;20;98;182;52;1;0;0;2;1;0;0;0;0;5;0;50;0;1;;
;;8305;cereals rte post waffle crisp;390;7;1;5;83;4;35;24;9;72;237;212;596;8;0;0;20;0;1;1;17;2;19;5;740;0.4;3;;
;;19414;rice cakes brown rice multigrain;387;9;1;4;80;3;0;21;2;137;370;294;252;3;0;5;0;0;0;0;7;0;20;0;0;0;0;;
;;16128;tofu dried-frozen (koyadofu);477;52;4;30;10;7;0;364;10;59;483;20;6;5;1;4;54;1;0;0;1;0;92;0;26;0;0;;
;;8247;cereals rte general mills total raisin bran;312;6;0;2;77;9;32;1887;34;60;189;504;339;28;0;1;7;0;3;3;38;4;19;11;281;25.47;5;;
;;4515;oil tomatoseed;884;0;20;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;0;;
;;35047;fish lingcod liver (alaska native);424;6;0;42;6;0;0;5;1;0;123;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;
;;19911;syrup maple canadian;270;0;0;0;67;0;60;109;0;21;0;225;9;1;0;2;0;0;0;1;0;0;0;0;0;0;0;;
;;23565;beef ground 90 ln meat  10 fat crumbles ckd pan-browned;230;28;5;12;0;0;0;16;3;27;250;433;87;7;0;0;22;0;0;0;7;0;8;3;3;0.12;0;;
;;P084;tuna;112;25;1;1;0;0;0;10;2;35.85;292;357;53;1;0;0;22;0;0;0;5;68;1374;0;0;0.17;0;;
;;23077;"beef chuck eye steak bnless ln 0"" fat all grds ckd grilled";209;28;5;11;0;0;0;17;3;25;228;380;75;11;0;0;31;0;0;0;5;0;7;3;2;0.11;0;;
;;23354;"beef rnd top rnd steak bnless ln 0"" fat all grds raw";121;24;1;3;0;0;0;13;2;12;220;313;54;4;0;0;22;0;0;0;6;1;4;2;2;0.23;0;;
;;17352;veal australian shank hind bone-in ln  fat;144;20;3;7;0;0;0;16;3;0;0;0;95;0;0;0;0;0;0;0;0;0;0;0;2;0;0;;
;;11220;gourd dishcloth (towelgourd) raw;20;1;0;0;4;1;2;20;0;14;32;139;3;0;0;0;0;12;0;0;0;0;7;0;0;0.1;0;;
;;14116;alcoholic bev wine table white chenin blanc;80;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;4620;veg oil sprd 60 fat sticktubbottle wo salt;533;0;12;60;1;0;0;21;0;2;16;30;2;0;0;0;0;0;0;0;0;4;1;11;819;21.12;0;;
;;A011;rice flakes;354;7;0;1;77;3;0;9;4;77.92;195;148;3;1;0;1;0;0;0;0;2;0;8;0;0;0.05;0;;
;;D067;red gram  tender  fresh ;124;8;0;1;19;6;1;59;1;56.95;141;616;3;1;0;1;2;15;0;0;2;0;94;0;0;0.94;0;;
;;16353;broadbeans (fava bns) mature seeds ckd bld wsalt;110;8;0;0;20;5;2;36;2;43;125;268;241;1;0;0;3;0;0;0;1;0;104;0;1;0.02;0;;
;;15195;drum freshwater ckd dry heat;153;22;1;6;0;0;0;77;1;38;231;353;96;1;0;1;16;1;0;0;3;0;17;2;59;0;0;;
;;16117;soy flour defatted;327;51;0;1;34;18;16;241;9;290;674;2384;20;2;4;3;2;0;1;0;3;1;305;0;2;0.12;0;;
;;17137;veal sirloin ln raw;110;20;1;3;0;0;0;11;1;26;220;348;80;3;0;0;9;0;0;0;9;1;14;1;0;0.25;0;;
;;36621;restaurant chinese swt  sour chick;250;10;2;13;24;1;11;45;2;15;135;158;246;0;0;0;12;2;0;0;4;0;6;0;18;0.82;0;;
;;18445;pie fried pies lemon;316;3;2;16;43;3;0;22;1;10;43;65;374;0;0;0;2;0;0;0;1;0;3;0;2;0;0;;
;;17318;"lamb aus imp frsh shldr whl (armbld) lnfat 18""fat raw";256;17;10;20;0;0;0;18;1;18;156;267;76;4;0;0;3;0;0;0;4;0;0;3;0;0;0;;
;;13444;"beef loin tenderloin steak bnless ln 0"" fat sel ckd grilled";198;31;3;7;0;0;0;13;3;14;265;359;55;4;0;0;26;0;0;0;6;1;7;4;2;0.25;0;;
;;21421;kfc crispy chick strips;274;20;3;15;14;1;0;25;1;33;298;333;948;1;0;0;18;0;0;0;9;0;0;0;0;0.9;0;;
;;1111;milk shakes thick vanilla;112;4;2;3;18;0;18;146;0;12;115;183;95;0;0;0;2;0;0;0;0;0;7;1;25;0.05;1;;
;;19857;snacks tortilla chips nacho-flavor made wenr masa flr;498;8;5;26;62;5;0;147;4;82;244;216;708;1;0;0;13;2;0;0;4;0;130;0;24;0;0;;
;;6990;healthy request minestrone soup cond;63;2;0;0;12;2;3;32;1;0;0;659;325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;2045;dill weed frsh;43;3;0;1;7;2;0;208;7;55;66;738;61;1;0;1;0;85;0;0;2;0;150;0;386;0;0;;
;;14074;beverages zevia cola caffeine free;0;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;3206;babyfood cookie baby fruit;435;7;3;13;74;3;24;83;3;30;189;425;9;1;0;0;21;2;0;0;4;0;28;0;117;1.48;0;;
;;3055;babyfood dinner bf wveg;96;2;3;7;6;2;2;19;0;15;24;127;38;0;0;0;2;0;0;0;1;0;11;0;222;0.57;0;;
;;5137;chicken capons giblets raw;130;18;2;5;1;0;0;10;6;18;207;226;77;3;0;0;55;18;0;1;7;0;394;13;4374;0;0;;
;;3001;babyfood juc treats fruit medley todd;347;0;0;0;87;0;57;12;0;7;9;54;89;0;0;0;2;8;0;0;0;0;1;0;0;0.01;0;;
;;16040;beans pink mature seeds raw;343;21;0;1;64;13;2;130;7;182;415;1464;8;3;1;1;13;0;1;0;2;1;463;0;0;0.21;0;;
;;20622;spaghetti protein-fortified dry enr (n x 625);374;22;0;2;66;2;0;39;4;65;163;201;8;2;0;1;0;0;1;0;8;0;20;0;0;0;0;;
;;11696;tomatoes yellow raw;15;1;0;0;3;1;0;11;0;12;36;258;23;0;0;0;0;9;0;0;1;0;30;0;0;0;0;;
;;19324;puddings cocnt crm dry mix reg;434;1;11;11;82;2;81;8;1;15;35;133;682;0;0;0;4;0;0;0;0;0;2;0;0;0.07;0;;
;;28380;pepperidge farm whl grain 15 grain bread;270;0;1;5;46;11;7;83;3;0;0;0;262;0;0;0;0;1;0;0;4;0;0;0;0;0;0;;
;;3983;inf formula mead johnson enfamil nutramigen aa rtf;66;2;2;3;7;0;7;62;1;7;34;72;31;1;0;0;2;8;0;0;1;0;0;0;59;0.59;1;;
;;9281;plums cnd purple h2o pk solliquids;41;0;0;0;11;1;10;7;0;5;13;126;1;0;0;0;0;3;0;0;0;0;3;0;46;0.18;0;;
;;43142;radishes hawaiian style pickled;28;1;0;0;5;2;2;28;0;8;31;333;789;0;0;0;1;0;0;0;0;0;9;0;0;0;0;;
;;14189;beverages the coca-cola company minute maid lemonade;46;0;0;0;12;0;12;2;0;2;1;10;6;0;0;0;0;3;0;0;0;0;1;0;0;0;0;;
;;9353;blueberries wild cnd hvy syrup drnd;107;1;0;0;28;5;19;19;2;6;14;46;1;0;0;2;0;0;0;0;0;0;8;0;0;0;0;;
;;23426;beef nz imp manufacturing bf ckd bld;126;24;1;3;0;0;0;6;2;16;129;193;32;5;0;0;1;0;0;0;2;0;0;1;8;0.57;0;;
;;1290;kefir lowfat strawberry lifeway;62;3;1;1;10;0;9;119;0;11;96;154;37;0;0;0;4;2;0;0;0;0;22;0;178;0.06;1;;
;;5187;turkey from whole  dark meat  meat only  raw;108;21;1;3;0;0;0;11;1;25;176;226;124;3;0;0;22;0;0;0;6;0;7;2;13;0.12;0;;
;;12024;sesame seeds whl rstdtstd;565;17;7;48;26;14;0;989;15;356;638;475;11;7;2;2;34;0;1;0;5;1;98;0;0;0;0;;
;;2051;vanilla extract imitn alcohol;237;0;0;0;2;0;0;0;0;5;22;98;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;B001;bengal gram  dal ;329;22;0;5;47;15;1;46;6;118;325;957;21;4;1;2;51;0;0;0;2;0;182;0;23;0.19;0;;
;;21415;popeyes biscuit;401;6;12;24;41;4;3;108;3;13;309;173;745;0;0;0;4;0;0;0;3;0;0;0;64;1.02;0;;
;;19804;snacks corn-base extrud chips barbecue-flavor wenr masa flr;523;7;4;33;56;0;0;131;5;77;207;236;763;1;0;1;7;2;0;0;6;0;200;0;31;0;0;;
;;9325;fruit salad tropical cnd hvy syrup solliquids;86;0;0;0;22;1;0;13;1;13;7;131;2;0;0;0;1;18;0;0;1;0;9;0;6;0;0;;
;;16086;peas split mature seeds ckd bld wosalt;118;8;0;0;21;8;3;14;1;36;99;362;2;1;0;0;1;0;0;0;1;0;65;0;0;0.03;0;;
;;10958;pork shldr breast bnless ln  fat raw;127;23;1;3;0;0;0;7;1;26;229;378;54;2;0;0;26;0;1;0;10;1;0;1;0;0.08;0;;
;;11097;broccoli raab ckd;33;4;0;1;3;3;1;118;1;27;82;343;56;1;0;0;1;37;0;0;2;0;71;0;227;2.53;0;;
;;G016;mint leaves;37;5;0;1;2;6;0;205;9;110;65;539;17;1;0;1;11;17;0;0;1;0;106;0;553;0.46;0;;
;;18279;muffins corn commly prep;305;6;1;8;51;3;18;74;3;32;284;69;467;1;0;0;15;0;0;0;2;0;34;0;52;0.8;0;;
;;11240;mushrooms morel raw;31;3;0;1;5;3;1;43;12;19;194;411;21;2;1;1;2;0;0;0;2;0;9;0;0;0;5;;
;;5037;chicken broilers or fryers dk meat meatskn ckd rstd;253;26;4;16;0;0;0;15;1;22;168;220;87;2;0;0;20;0;0;0;6;0;7;0;60;0;0;;
;;18264;english muffins wheat;223;9;0;2;45;5;2;178;3;37;107;186;353;1;0;1;29;0;0;0;3;0;39;0;0;0.45;0;;
;;21340;mcdonald's sausage burrito;277;11;6;16;23;1;3;132;2;18;168;150;744;1;0;0;26;0;0;0;2;0;0;1;0;0;0;;
;;18317;pie egg custard commly prep;210;6;2;12;21;2;12;80;1;11;112;106;275;1;0;0;7;1;0;0;0;0;20;0;57;0.94;1;;
;;5179;turkey from whl neck meat only raw;125;17;2;6;0;0;0;24;1;15;160;133;233;3;0;0;29;0;0;0;5;0;5;2;13;0.12;0;;
;;18006;bagels cinnamon-raisin tstd;294;11;0;2;59;3;6;20;4;23;83;163;370;1;0;0;33;1;0;0;3;0;16;0;23;0.34;0;;
;;28174;kellogg's pop-tarts frstd waffle cone toaster pastries;373;4;2;7;74;1;32;200;4;10;45;84;432;0;0;0;0;0;0;0;4;0;0;0;300;0;0;;
;;32011;yellow rice w seasoning dry packet mix unprep;343;7;0;2;75;2;2;35;3;112;174;801;1316;1;0;0;11;0;0;0;4;1;28;0;9;0.25;0;;
;;7046;turkey breast lo salt prepackaged or deli luncheon meat;109;22;0;1;4;1;4;8;1;21;162;211;772;1;0;0;23;6;0;0;0;0;4;0;10;0.09;0;;
;;8554;cereals rte post selects maple pecan crunch;413;9;1;9;77;7;23;39;4;85;259;274;239;3;0;0;32;0;1;1;10;1;19;3;431;0.99;2;;
;;14132;alcoholic bev wine table white riesling;80;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;23117;"beef chuck under blade steak bnless ln  fat 0"" fat choic ck";284;28;8;19;0;0;0;14;3;20;183;275;64;10;0;0;32;0;0;0;4;0;7;3;8;0.09;0;;
;;19379;candies fudge choc marshmllw prepared-from-recipe;453;2;11;17;71;2;64;45;1;36;67;147;85;1;0;0;2;0;0;0;0;0;5;0;75;0.32;0;;
;;19029;topping smucker's magic shell;609;3;21;44;50;3;47;0;0;15;54;73;29;0;0;0;1;0;0;0;0;0;6;0;6;9.85;0;;
;;E019;dates  processed ;286;1;0;0;68;7;57;16;1;14.34;34;289;2;0;0;0;0;16;0;0;1;0;25;0;0;0.03;0;;
;;11359;potatoes fr fr crnkl or reg salt added in proc frz as purch;150;2;1;5;24;2;0;13;1;21;81;380;349;0;0;0;1;8;0;0;2;0;31;0;0;0.1;0;;
;;15260;fish salmon pink cnd drnd sol;138;23;1;5;0;0;0;283;1;32;379;333;381;1;0;0;40;0;0;0;7;0;4;5;20;1.28;15;;
;;10045;pork frsh loin cntr rib (chops) bone-in lnfat ckd brsd;261;27;5;16;0;0;0;53;1;19;213;259;70;3;0;0;42;0;0;0;8;0;0;1;5;0.19;1;;
;;18401;pie crust cookie-type prep from recipe vanilla wafer chilled;531;4;7;36;50;0;7;42;2;10;78;79;515;0;0;0;8;0;0;0;2;0;6;0;269;3.06;1;;
;;5647;ostrich inside strip ckd;164;29;2;4;0;0;0;5;5;26;253;366;73;5;0;0;38;0;0;0;7;1;16;6;0;0.24;0;;
;;28019;kellogg's eggo nutri-grain waffles honey oat;268;7;2;9;44;4;11;184;6;26;286;139;544;1;0;0;0;0;0;0;6;1;0;2;429;0;0;;
;;20450;rice white medium-grain raw unenr;360;7;0;1;79;0;0;9;1;35;108;86;1;1;0;1;0;0;0;0;2;0;9;0;0;0;0;;
;;9167;loganberries frozen;55;2;0;0;13;5;8;26;1;21;26;145;1;0;0;1;0;15;0;0;1;0;26;0;2;0.87;0;;
;;10174;pork frsh var meatsby-products tail raw;378;18;12;34;0;0;0;18;1;8;50;349;63;2;0;0;3;0;0;0;2;0;5;1;0;0;0;;
;;18012;biscuits pln or bttrmlk refr dough lower fat;270;7;3;8;44;2;7;26;2;15;400;159;828;0;0;0;19;0;0;0;3;0;6;0;0;0.06;0;;
;;3194;babyfood crl rice dry fort;390;7;0;2;83;1;5;860;53;37;273;281;32;11;0;1;5;2;1;1;23;1;24;5;0;5;9;;
;;21469;fast foods fried chick breast meat  skn  breading;230;24;3;12;6;0;0;45;1;26;230;282;657;1;0;0;29;0;0;0;8;0;11;0;10;0.48;0;;
;;18939;tstr pstrs frt tstd (incl appl blueberry cherry strawberry);409;5;3;11;73;1;29;11;4;12;76;81;354;0;0;0;5;0;0;0;5;0;8;0;467;0.9;0;;
;;35172;elk free range ground ckd patties (shoshone bannock);143;29;1;3;0;0;0;5;9;26;236;379;56;8;0;0;24;0;0;0;8;1;1;4;0;0.79;0;;
;;18952;tostada shells corn;474;6;7;23;64;6;0;76;2;76;203;237;657;1;0;0;2;0;0;0;2;0;0;0;0;0;0;;
;;11703;artichokes (globe or french) frz ckd bld drnd wsalt;45;3;0;1;9;5;1;21;1;31;61;264;289;0;0;0;0;5;0;0;1;0;119;0;1;0.16;0;;
;;15088;sardine atlantic cnd in oil drnd sol wbone;208;25;2;11;0;0;0;382;3;39;490;397;307;1;0;0;53;0;0;0;5;0;10;9;32;2.04;5;;
;;1250;nutritional supp for people w diabetes liq;88;4;0;3;12;2;3;110;2;44;110;176;92;2;0;0;8;26;0;0;2;0;0;1;165;1.46;1;;
;;O039;calf  brain;107;10;2;8;0;0;0;11;1;14.29;296;306;115;1;0;0;15;0;0;0;3;0;2;0;0;0.1;0;;
;;28289;cookie vanilla w caramel cocnt  choc coating;489;4;18;26;64;4;36;40;3;30;76;195;182;1;0;0;9;0;0;0;1;0;8;0;6;2.42;0;;
;;11858;squash smmr crookneckstraightneck ckd bld drnd wsalt;19;1;0;0;4;1;2;22;0;16;29;177;237;0;0;0;0;12;0;0;1;0;23;0;56;0.12;0;;
;;7910;bratwurst  veal  ckd;341;14;15;32;0;0;0;11;1;16;150;231;60;2;0;0;19;0;0;0;5;0;9;1;0;0;0;;
;;8352;cereals rte quaker mother's tstd oat bran crl;372;11;1;5;75;9;16;58;4;136;429;489;653;3;0;0;0;0;1;0;2;0;36;0;3;4.49;0;;
;;42235;cheese cottage lowfat 1 milkfat lactose red;74;12;1;1;3;1;3;53;0;5;134;86;220;0;0;0;9;0;0;0;0;0;12;1;11;0.01;0;;
;;14138;alcoholic bev wine table white pinot blanc;81;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;14347;shake fast food vanilla;148;3;4;7;20;1;14;115;0;13;98;166;81;1;0;0;3;0;0;1;0;0;0;0;91;0.25;0;;
;;11938;mushroom white exposed to uv lt raw;22;3;0;0;3;1;2;3;1;9;86;318;5;1;0;0;9;2;0;0;4;0;17;0;0;0.01;26;;
;;1125;egg yolk raw frsh;322;16;10;27;4;0;1;129;3;5;390;109;48;2;0;0;56;0;0;1;0;0;146;2;381;2.58;5;;
;;28084;keebler fudge shoppe fudge-dipped ice crm cups;485;6;17;19;73;2;26;0;0;0;55;78;136;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;
;;28393;pepperidge farm white hoagie roll;296;0;3;9;51;5;5;98;4;0;0;0;361;0;0;0;0;0;1;0;6;0;0;0;0;0;0;;
;;19440;snacks mm mars kudos whl grain bars choc chip;420;4;5;13;72;3;39;1084;1;70;207;279;246;1;0;1;0;0;0;0;2;0;13;0;15;10.79;0;;
;;14159;alcoholic bev wine table red mouvedre;88;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
;;5079;chicken broilers or fryers leg meatskn ckd stwd;220;24;4;13;0;0;0;11;1;20;139;176;73;2;0;0;19;0;0;0;5;0;6;0;37;0.27;0;;
;;5727;turkey rtl parts breast meat  skn w added soln raw;144;21;1;7;0;0;0;9;0;23;171;221;126;1;0;0;21;0;0;0;9;1;7;0;15;0.1;0;;
;;10214;pork frsh loin sirloin (chops or roasts) bnless ln raw;121;23;1;3;0;0;0;9;1;23;251;354;63;2;0;0;37;0;1;0;7;1;0;0;2;0.17;0;;
;;21363;mcdonald's deluxe brkfst w syrup  margarine;285;8;5;15;29;1;10;50;2;13;216;170;437;1;0;0;0;0;0;0;2;0;0;0;0;0;0;;
;;20139;wheat kamut khorasan ckd;132;6;0;1;28;4;3;9;2;48;147;164;8;2;0;1;32;0;0;0;2;0;11;0;0;0.24;0;;
;;18159;cookies choc chip commly prep reg higher fat enr;492;5;8;25;65;2;33;21;6;41;109;171;311;1;0;1;4;0;0;0;3;0;43;0;0;2.01;0;;
;;21080;fast foods nachos w chs bns ground bf  tomatoes;219;6;3;12;21;4;2;47;1;33;153;298;348;1;0;0;8;0;0;0;1;0;14;0;42;1.75;0;;
;;10099;pork frsh var meatsby-products chitterlings ckd simmrd;233;12;10;20;0;0;0;25;1;9;66;14;18;2;0;0;27;0;0;0;0;0;1;0;0;0.23;0;;
;;E062;star fruit;26;1;0;0;5;3;4;5;0;11.53;12;159;2;0;0;0;1;34;0;0;0;0;8;0;0;0.4;0;;
;;18974;kashi tlc honey sesame crackers;398;9;1;10;72;6;16;126;2;24;332;591;471;1;0;0;0;1;0;0;2;0;0;0;12;0;0;;
;;3227;babyfood dssrt peach cobbler str;65;0;0;0;18;1;11;4;0;2;5;54;7;0;0;0;1;21;0;0;0;0;2;0;7;0.31;0;;
;;22401;spaghetti w meat sau frz entree;90;5;0;1;15;2;3;18;1;15;49;144;238;1;0;0;12;5;0;1;0;0;9;0;9;0.5;0;;
;;P001;allathi;97;22;0;1;0;0;0;14;1;29.08;215;286;33;0;0;0;13;0;0;0;4;194;1230;0;0;1.02;0;;
;;15007;butterfish raw;146;17;3;8;0;0;0;22;1;25;240;375;89;1;0;0;37;0;0;0;5;0;15;2;30;0;0;;
;;14431;cranberry juc cocktail frz conc prep w h2o;47;0;0;0;12;0;10;5;0;2;1;12;4;0;0;0;0;11;0;0;0;0;0;0;0;0;0;;
;;11700;amaranth leaves ckd bld drnd wsalt;21;2;0;0;4;0;0;209;2;55;72;641;257;1;0;1;1;41;0;0;1;0;57;0;139;0;0;;
