;;nutrition;;;;;;;vitamins & minerals;;;;;;;;;;;;;;;;;;;
NDB_No;Descrip;Energy_kcal;Protein_g;Saturated_fats_g;Fat_g;Carb_g;Fiber_g;Sugar_g;Calcium_mg;Iron_mg;Magnesium_mg;Phosphorus_mg;Potassium_mg;Sodium_mg;Zinc_mg;Copper_mcg;Manganese_mg;Selenium_mcg;VitC_mg;Thiamin_mg;Riboflavin_mg;Niacin_mg;VitB6_mg;Folate_mcg;VitB12_mcg;VitA_mcg;VitE_mg;VitD2_mcg
11990;wasabi root raw;109,0000;4,8000;0,0000;0,6300;23,5400;7,8000;0,0000;128,0000;1,0300;69,0000;80,0000;568,0000;17,0000;1,6200;0,1550;0,3910;0,0000;41,9000;0,1310;0,1140;0,7430;0,2740;18,0000;0,0000;2,0000;0,0000;0,0000
17304;"lamb aus imp frsh leg sirloin chops bnless ln 18""fat raw";132,0000;20,4300;1,9480;4,9100;0,0000;0,0000;0,0000;9,0000;1,9400;25,0000;214,0000;342,0000;64,0000;3,5800;0,1560;0,0160;8,0000;0,0000;0,1550;0,3200;5,5600;0,4060;0,0000;3,0100;0,0000;0,0000;0,0000
E050;peach;40,1520;0,8600;0,0239;0,3700;7,8200;2,1300;6,9500;6,9800;0,3500;8.06;19,0800;281,0000;1,1500;0,1000;0,0800;0,0500;0,6700;5,4900;0,0200;0,0200;0,2900;0,1000;6,3400;0,0000;0,0000;0.02;0,0024
23571;beef ground 85 ln meat  15 fat loaf ckd bkd;240,0000;25,9300;5,4970;14,3600;0,0000;0,0000;0,0000;18,0000;2,7400;20,0000;186,0000;286,0000;64,0000;6,4500;0,0790;0,0100;21,0000;0,0000;0,0400;0,1710;4,9270;0,3380;6,0000;2,4900;3,0000;0.12;0,0000
11549;tomato products cnd sau;24,0000;1,2000;0,0410;0,3000;5,3100;1,5000;3,5600;14,0000;0,9600;15,0000;27,0000;297,0000;474,0000;0,2200;0,1150;0,1130;0,6000;7,0000;0,0240;0,0650;0,9910;0,0980;9,0000;0,0000;22,0000;1.44;0,0000
23628;"beef tenderloin steak ln 18"" fat choic ckd brld";206,0000;29,0100;3,4650;9,1000;0,0000;0,0000;0,0000;16,0000;1,9500;24,0000;223,0000;358,0000;59,0000;5,4000;0,0910;0,0110;33,0000;0,0000;0,0770;0,1490;8,5590;0,6040;10,0000;1,8100;0,0000;0.41;0,0000
4593;fish oil salmon;902,0000;0,0000;19,8720;100,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
36051;on the border chs quesadilla;394,0000;16,8700;12,9760;25,5000;24,2500;2,2000;2,0400;432,0000;1,5200;24,0000;373,0000;95,0000;677,0000;2,3200;0,0610;0,2460;23,6000;0,0000;0,2300;0,3400;1,9850;0,0600;0,0000;0,8200;0,0000;0.68;0,0000
3815;inf formula  mead john  enfamil lipil w iron rtf w ar  dh;64,0000;1,3800;1,4530;3,5000;7,1000;0,0000;7,1000;51,0000;1,1800;5,0000;35,0000;71,0000;18,0000;0,6600;0,0500;0,0100;1,8000;7,9000;0,0520;0,0920;0,6600;0,0400;0,0000;0,1900;58,0000;0.87;1,0000
28346;waffles gluten-free frz rth;263,0000;2,7200;0,7810;8,8400;43,0500;1,4000;1,7300;40,0000;0,6300;31,0000;359,0000;124,0000;505,0000;0,5000;0,0890;0,7810;0,4000;0,0000;0,0800;0,0400;1,8030;0,0670;8,0000;2,6800;0,0000;0.96;0,0000
7931;beerwurst  pork  bf;276,0000;14,0000;8,4380;22,5300;4,2700;0,9000;0,0000;27,0000;1,7300;19,0000;135,0000;244,0000;732,0000;2,2100;0,1030;0,1550;17,4000;0,6000;0,2460;0,1730;2,9750;0,2300;5,0000;1,1600;3,0000;0,0000;0,0000
35034;fish devilfish meat (alaska native);97,0000;11,7000;0,0000;5,3000;0,0000;0,0000;0,0000;12,0000;0,4000;0,0000;3,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;3,0000;0,0900;0,1000;1,1000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
17262;"lamb nz imp frz rib lnfat 18""fat raw";311,0000;15,8700;13,7000;27,0000;0,0000;0,0000;0,0000;15,0000;1,4300;13,0000;153,0000;120,0000;42,0000;2,1900;0,0670;0,0170;1,3000;0,0000;0,1200;0,2600;6,2900;0,0900;1,0000;2,2200;0,0000;0,0000;0,0000
7934;kielbasa polish turkey  bf smoked;226,0000;13,1000;6,2300;17,6000;3,9000;0,0000;0,0000;0,0000;1,2400;0,0000;0,0000;0,0000;1200,0000;0,0000;0,0000;0,0000;0,0000;14,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
6413;soup chick broth cnd prep w eq volume h2o;16,0000;2,0200;0,1600;0,5700;0,3800;0,0000;0,2900;4,0000;0,2100;1,0000;30,0000;86,0000;306,0000;0,1000;0,0510;0,1020;0,0000;0,0000;0,0040;0,0290;1,3720;0,0100;2,0000;0,1000;0,0000;0.02;0,0000
32015;turnover cheese-filled tomato-based sau frz unprep;235,0000;10,2400;4,7240;9,4500;27,2900;1,6000;7,8700;276,0000;1,8500;23,0000;47,0000;179,0000;598,0000;1,2600;0,0930;0,0000;14,9000;0,0000;0,2360;0,2010;1,5750;0,0950;21,0000;0,9400;52,0000;0.79;0,1000
22126;loma linda big franks cnd unprep;218,0000;21,5000;16,0000;12,1000;5,8000;3,5000;0,4000;17,0000;2,5000;0,0000;142,0000;116,0000;426,0000;2,3000;0,0000;0,0000;0,0000;0,0000;0,6000;1,0000;14,8000;1,4000;0,0000;13,1000;;0,0000;0,0000
12022;safflower sd meal part defatted;342,0000;35,6200;0,2070;2,3900;48,7300;0,0000;0,0000;77,0000;4,8600;350,0000;638,0000;68,0000;3,0000;5,0100;1,7330;1,9980;0,0000;0,0000;1,1530;0,4120;2,2650;1,1610;159,0000;0,0000;2,0000;0,0000;0,0000
19884;ice creams breyers no sugar added vanilla choc strawberry;143,0000;3,7100;3,9400;6,2600;21,7000;0,7000;6,1500;132,0000;0,2700;0,0000;0,0000;0,0000;68,0000;0,0000;0,0000;0,0000;0,0000;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
7942;pate  truffle flavor;327,0000;11,2000;10,1000;28,5000;6,3000;0,0000;0,0000;70,0000;3,9400;13,0000;200,0000;138,0000;807,0000;2,8500;0,4000;0,1200;41,6000;2,0000;0,0300;0,6000;3,3000;0,0600;60,0000;3,2000;4505,0000;0,0000;0,0000
17081;lamb nz imp rack - partly frenched ln  fat ckd fast rstd;253,0000;22,0600;7,0660;18,2900;0,0400;0,0000;0,0000;20,0000;1,5700;22,0000;195,0000;304,0000;69,0000;2,6900;0,1080;0,0100;4,0000;0,0000;0,0670;0,1860;6,0190;0,1560;0,0000;1,1700;10,0000;0.45;0,0000
13483;"beef shrt ln t-bone stk bone-in ln 18"" fat sel ckd grilled";206,0000;28,4500;3,6480;9,3500;0,0000;0,0000;0,0000;18,0000;3,6500;24,0000;234,0000;304,0000;66,0000;4,4700;0,0630;0,0040;28,5000;0,0000;0,0610;0,2300;5,8350;0,7540;7,0000;2,0700;2,0000;0.24;0,1000
21339;mcdonald's mcflurry w oreo cookies;165,0000;3,9700;2,5770;5,6600;25,5500;0,1000;21,1900;129,0000;0,6100;14,0000;111,0000;198,0000;75,0000;0,5000;0,0300;0,0420;0,0000;0,0000;0,0480;0,2290;0,2640;0,0580;5,0000;0,5800;0,0000;0.09;0,0000
7052;pastrami turkey;139,0000;16,3000;1,3950;6,2100;3,3400;0,1000;3,3400;11,0000;4,2000;14,0000;200,0000;345,0000;1123,0000;2,1600;0,0500;0,0130;16,1000;8,1000;0,0550;0,2500;3,5270;0,2700;5,0000;0,2400;4,0000;0.22;0,2000
11797;mushrooms white ckd bld drnd w salt;28,0000;2,1700;0,0610;0,4700;5,2900;2,2000;2,3400;6,0000;1,7400;12,0000;87,0000;356,0000;238,0000;0,8700;0,5040;0,1150;13,4000;4,0000;0,0730;0,3000;4,4600;0,0950;18,0000;0,0000;0,0000;0.01;0,2000
5729;turkey wing from whl bird meat only w added soln raw;102,0000;21,5400;0,5360;1,6600;0,1400;0,0000;0,0500;14,0000;0,5400;25,0000;236,0000;242,0000;206,0000;1,3000;0,0520;0,0070;22,7000;0,0000;0,0330;0,1450;9,9240;0,7750;7,0000;0,6300;6,0000;0.06;0,1000
8228;cereals quaker inst oatmeal raisins dates  walnuts dry;371,0000;8,8200;1,0700;6,9800;72,4100;6,9000;30,8500;297,0000;10,7000;92,0000;296,0000;374,0000;516,0000;1,9400;0,3640;2,2240;16,4000;0,8000;0,8920;1,0170;11,9680;1,1970;37,0000;0,0000;0,0000;0.55;0,0000
9021;apricots raw;48,0000;1,4000;0,0270;0,3900;11,1200;2,0000;9,2400;13,0000;0,3900;10,0000;23,0000;259,0000;1,0000;0,2000;0,0780;0,0770;0,1000;10,0000;0,0300;0,0400;0,6000;0,0540;9,0000;0,0000;96,0000;0.89;0,0000
21;sheep  liver;133,6010;22,2600;1,8220;4,8700;0,0000;0,0000;0,0000;5,9200;6,1500;17.91;334,0000;280,0000;55,8200;3,7300;5,7000;0,2800;43,3800;0,0000;0,1700;0,3500;15,6600;0,2600;206,0000;0,0000;0,0000;0.6;0,0000
8539;cereals rte kashi organic promise cinn harvest;336,0000;11,0000;0,2000;1,4000;79,0000;10,7000;16,5000;25,0000;2,8000;0,0000;0,0000;316,0000;4,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
8680;cereals oats inst fort maple  brown sugar dry;368,0000;9,2500;0,7780;4,7300;76,6700;7,2000;30,2800;258,0000;10,3600;90,0000;305,0000;361,0000;505,0000;1,7200;0,2400;2,2970;16,8000;0,0000;1,0690;1,0020;11,7390;1,4640;16,0000;0,0000;692,0000;0.51;0,0000
17005;"lamb dom comp of rtl cuts fat 14""fat choic raw";665,0000;6,6500;32,2400;70,6100;0,0000;0,0000;0,0000;19,0000;0,9800;9,0000;73,0000;82,0000;31,0000;1,1300;0,0570;0,0030;8,8000;0,0000;0,0600;0,1600;6,3700;0,0400;3,0000;1,6800;0,0000;0.22;0,0000
28364;pepperidge farm goldfish bkd snack crackers parmesan;459,0000;11,1600;2,6140;17,2900;64,7000;3,5000;0,8300;101,0000;4,4500;24,0000;204,0000;168,0000;1187,0000;1,3200;0,1390;0,5590;0,0000;0,0000;0,8400;0,4630;5,8870;0,0800;0,0000;0,0000;0,0000;0,0000;0,0000
27067;sauce old el paso enchilada red mild ready to serve;29,0000;0,5900;0,1000;0,6700;5,0400;0,6000;2,1700;6,0000;0,2900;5,0000;10,0000;97,0000;543,0000;0,0800;0,0290;0,0420;0,4000;0,3000;0,0400;0,0430;0,4000;0,0410;4,0000;0,0000;16,0000;0.6;0,0000
10963;pork leg sirloin tip rst bnless ln  fat raw;113,0000;22,8800;0,5240;1,7100;0,0000;0,0000;0,0000;5,0000;0,8000;25,0000;232,0000;399,0000;50,0000;2,0500;0,0670;0,0090;26,4000;0,0000;0,6540;0,3570;7,1830;0,6890;0,0000;0,5300;0,0000;0.08;0,0000
11508;sweet potato ckd bkd in skn flesh wo salt;90,0000;2,0100;0,0520;0,1500;20,7100;3,3000;6,4800;38,0000;0,6900;27,0000;54,0000;475,0000;36,0000;0,3200;0,1610;0,4970;0,2000;19,6000;0,1070;0,1060;1,4870;0,2860;6,0000;0,0000;961,0000;0.71;0,0000
9119;grapefruit sections cnd h2o pk solliquids;36,0000;0,5800;0,0140;0,1000;9,1500;0,4000;8,7500;15,0000;0,4100;10,0000;10,0000;132,0000;2,0000;0,0900;0,0670;0,0070;0,9000;21,8000;0,0390;0,0210;0,2490;0,0200;9,0000;0,0000;0,0000;0.09;0,0000
28307;bread naan pln commly prep refr;291,0000;9,6200;1,3930;5,6500;50,4300;2,2000;3,5500;84,0000;3,2500;27,0000;100,0000;125,0000;465,0000;0,8100;0,1290;0,5140;27,9000;0,0000;0,7800;0,5100;5,8400;0,0950;102,0000;0,0000;0,0000;0.79;0,0000
35182;acorn stew (apache);95,0000;6,8100;1,2800;3,4700;9,2200;0,7000;0,3400;14,0000;1,0000;12,0000;62,0000;110,0000;130,0000;1,6000;0,0300;0,1400;8,3000;0,0000;0,1750;0,1250;2,1400;0,0550;18,0000;0,6800;0,0000;0.3;0,0000
14605;bev h2o w added vit  min bottles swtnd ast fruit flavors;22,0000;0,0000;0,0000;0,0000;5,4900;0,0000;5,4900;17,0000;0,0000;3,0000;0,0000;0,0000;0,0000;0,3200;0,0070;0,0000;0,0000;12,7000;0,0000;0,0000;0,8440;0,0840;0,0000;0,2500;32,0000;1.9;0,0000
22945;supper bakes meal kits garlic chick w pasta;220,0000;9,7600;0,4880;0,9800;42,9300;2,0000;6,8300;0,0000;0,0000;0,0000;0,0000;0,0000;741,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
23081;"beef shldr pot rst bnless ln 0"" fat choic ckd brsd";200,0000;31,3200;2,8350;8,3000;0,0000;0,0000;0,0000;13,0000;3,7600;25,0000;234,0000;358,0000;60,0000;9,3900;0,1400;0,0150;38,6000;0,0000;0,0800;0,2820;4,9230;0,5120;8,0000;3,3800;1,0000;0.13;0,1000
G015;mango ginger;42,3030;1,4500;0,1770;0,7000;6,9800;4,7400;2,4200;13,7400;2,3100;36.86;68,3300;384,0000;5,5100;0,4700;0,1000;1,5200;0,0000;1,6200;0,0200;0,0700;0,4500;0,1800;22,6200;0,0000;13,1200;0.59;0,0031
4014;salad drsng kraft miracle whip free nonfat drsng;84,0000;0,2000;0,6000;2,7000;15,5000;1,9000;10,3000;6,0000;0,1200;0,0000;5,0000;49,0000;788,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
8696;cereals rte kellogg kellogg's raisin bran cinn almond;347,0000;7,4000;0,4000;2,9000;81,1900;9,2000;31,2900;47,0000;7,8000;106,0000;252,0000;449,0000;373,0000;2,7000;0,0000;0,0000;0,0000;2,0000;0,6400;0,7300;8,6000;0,8600;0,0000;3,0000;0,0000;0,0000;1,8000
36403;restaurant latino empanadas bf prep;335,0000;11,3100;5,1560;18,3700;31,1900;2,0000;1,8400;20,0000;2,7000;21,0000;103,0000;190,0000;440,0000;1,8600;0,0970;0,2670;24,8000;0,7000;0,2770;0,1900;4,6630;0,1480;11,0000;0,7600;18,0000;0.73;0,2000
43060;chewing gum sugarless;268,0000;0,0000;0,0580;0,4000;94,8000;2,4000;0,0000;20,0000;0,0000;0,0000;0,0000;0,0000;7,0000;0,0000;0,0000;0,0000;0,5000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
20105;macaroni veg enr dry;367,0000;13,1400;0,1500;1,0400;74,8800;4,3000;0,0000;34,0000;4,2800;46,0000;116,0000;285,0000;43,0000;0,7600;0,2000;3,8460;0,0000;0,0000;1,0320;0,5250;7,3280;0,1290;17,0000;0,0000;8,0000;0,0000;0,0000
9524;lemon juc from conc btld real lemon;17,0000;0,4700;0,0270;0,0700;5,6600;0,7000;1,5900;9,0000;0,0600;6,0000;9,0000;109,0000;26,0000;0,2300;0,0180;0,0160;0,0000;16,6000;0,0200;0,0170;0,1800;0,0370;11,0000;0,0000;2,0000;0.23;0,0000
2050;vanilla extract;288,0000;0,0600;0,0100;0,0600;12,6500;0,0000;12,6500;11,0000;0,1200;12,0000;6,0000;148,0000;9,0000;0,1100;0,0720;0,2300;0,0000;0,0000;0,0110;0,0950;0,4250;0,0260;0,0000;0,0000;0,0000;0,0000;0,0000
20049;rice white long-grain preckd or inst enr prep;124,0000;2,1800;0,0170;0,5000;26,7600;0,6000;0,0000;8,0000;1,7700;5,0000;37,0000;9,0000;4,0000;0,4900;0,0370;0,3430;4,8000;0,0000;0,0750;0,0080;1,7370;0,0500;1,0000;0,0000;0,0000;0.01;0,0000
2024;spices mustard sd ground;508,0000;26,0800;1,9890;36,2400;28,0900;12,2000;6,7900;266,0000;9,2100;370,0000;828,0000;738,0000;13,0000;6,0800;0,6450;2,4480;208,1000;7,1000;0,8050;0,2610;4,7330;0,3970;162,0000;0,0000;2,0000;5.07;0,0000
1061;cheese american nonfat or fat free;126,0000;21,0500;0,0000;0,0000;10,5300;0,0000;5,2600;789,0000;0,0000;115,0000;316,0000;393,0000;1316,0000;4,1100;0,5590;0,0000;14,6000;0,0000;0,4120;0,5450;5,5600;0,5670;9,0000;1,8500;56,0000;0.27;0,1000
10932;pork cured ham rump bone-in ln unhtd;125,0000;24,4600;0,8740;2,9200;0,3200;0,0000;0,0000;7,0000;1,0800;24,0000;267,0000;385,0000;737,0000;2,6100;0,8680;0,0220;21,4000;0,0000;0,5190;0,2250;6,9870;0,5140;1,0000;0,5600;0,0000;0.26;0,0000
11371;potatoes mshd home-prepared whl milk  margarine added;113,0000;1,9600;0,7450;4,2000;16,9400;1,5000;1,4100;21,0000;0,2600;19,0000;48,0000;326,0000;333,0000;0,3000;0,1550;0,1130;0,8000;10,5000;0,0920;0,0420;1,1740;0,2470;9,0000;0,0700;44,0000;0.42;0,2000
6618;sauce pnut made from cocnt h2o sugar pnuts;179,0000;2,0200;3,5300;6,3400;28,4600;1,1000;18,8000;9,0000;0,3800;19,0000;35,0000;99,0000;319,0000;0,3000;0,0630;0,5000;2,7000;0,0000;0,0700;0,0400;1,3550;0,0850;4,0000;0,0000;0,0000;0.94;0,0000
43523;babyfood mxd fruit yogurt str;75,0000;8,0000;0,5170;;16,2300;0,4000;11,7400;28,0000;0,2000;4,0000;22,0000;62,0000;16,0000;0,1100;0,0200;0,0000;0,8000;11,7000;0,0200;0,0500;0,1400;0,0400;2,0000;0,0000;5,0000;0.13;0,0000
16613;mornngstr frms brkfst sndwch ssge eggchs eng muff frz unprp;205,0000;14,3000;3,1000;9,4000;18,7000;3,8000;1,1000;220,0000;2,5000;0,0000;306,0000;212,0000;639,0000;0,6000;0,0000;0,0000;0,0000;0,0000;0,1100;0,1000;1,0000;0,0400;8,0000;0,1000;0,0000;0,0000;0,0000
6053;soup crm of potato cnd cond;74,0000;1,5100;0,9700;1,8800;12,7900;1,3000;1,4400;17,0000;0,3400;13,0000;41,0000;165,0000;604,0000;0,1500;0,2000;0,3000;1,9000;0,2000;0,0280;0,0290;0,4300;0,0300;2,0000;0,0400;19,0000;0.07;0,0000
36401;restaurant latino chick  rice entree prep;174,0000;12,0200;1,1010;5,0600;20,0300;1,2000;0,5500;18,0000;0,9500;18,0000;122,0000;184,0000;518,0000;0,7800;0,0760;0,3040;14,5000;0,0000;0,1040;0,0560;5,5580;0,1760;0,0000;0,1600;0,0000;0.5;0,0000
14312;beverages malted drk mix nat pdr prep w whl milk;88,0000;3,8600;2,0390;3,6200;10,2300;0,1000;9,5600;117,0000;0,0900;17,0000;106,0000;183,0000;79,0000;0,4300;0,0370;0,0210;5,2000;0,2000;0,0810;0,2420;0,5190;0,0660;8,0000;0,4600;33,0000;0,0000;0,0000
P026;karimeen;92,2540;19,6800;0,5770;1,3800;0,0000;0,0000;0,0000;11,7300;0,6000;28.49;192,0000;452,0000;23,7200;0,4600;0,0000;0,0300;19,6600;0,0000;0,0800;0,0500;1,1500;90,6200;1199,0000;0,0000;0,0000;0.37;0,0000
36409;restaurant latino pupusas con queso (pupusas cheese);256,0000;11,7200;6,4790;13,2500;22,3900;2,9000;1,2000;325,0000;0,5600;36,0000;271,0000;120,0000;400,0000;1,8700;0,0370;0,1250;15,0000;0,0000;0,0420;0,1270;0,4830;0,1490;3,0000;0,4500;89,0000;0.44;1,2000
20139;wheat kamut khorasan ckd;132,0000;5,7100;0,0770;0,8300;27,6000;4,3000;3,0700;9,0000;1,7600;48,0000;147,0000;164,0000;8,0000;1,8400;0,2070;1,0300;31,9000;0,0000;0,0950;0,0300;2,3050;0,0700;11,0000;0,0000;0,0000;0.24;0,0000
43143;cabbage japanese style frsh pickled;30,0000;1,6000;0,0130;0,1000;5,6700;3,1000;1,3000;48,0000;0,4900;12,0000;43,0000;853,0000;277,0000;0,2000;0,0250;0,2380;1,0000;0,7000;0,0000;0,0400;0,1800;0,1000;42,0000;0,0000;9,0000;0.12;0,0000
1188;kraft cheez whiz past process chs sau;276,0000;12,0000;13,1000;21,0000;9,2000;0,3000;6,7000;359,0000;0,1900;0,0000;806,0000;240,0000;1638,0000;1,6400;0,0000;0,0000;0,0000;0,4000;0,0000;0,2400;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
18350;rolls hamburger or hotdog pln;279,0000;9,7700;0,8420;3,9100;50,1200;1,8000;7,2800;144,0000;3,4300;23,0000;101,0000;122,0000;494,0000;0,7300;0,1090;0,5120;27,2000;1,3000;0,5430;0,2970;4,1800;0,0630;41,0000;0,2000;29,0000;0.27;0,0000
14315;beverages ovaltine choc malt pdr;372,0000;0,0000;0,0000;0,0000;92,9600;0,0000;72,7300;909,0000;16,3600;218,0000;0,0000;0,0000;636,0000;13,6400;1,8180;0,0000;0,0000;54,5000;1,3640;0,0000;18,1820;1,8180;0,0000;0,0000;1365,0000;12.27;9,1000
28088;keebler fudge shoppe fudge stripes holidayspiderman;498,0000;4,1000;14,8000;23,6000;68,8000;1,9000;33,8000;0,0000;0,0000;13,0000;74,0000;235,0000;271,0000;0,2000;0,0000;0,0000;0,0000;0,0000;0,3400;0,2000;2,1000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
23443;beef nz imp var meats  by-products tongue raw;243,0000;17,7700;6,6890;19,0900;0,0000;0,0000;0,0000;4,0000;1,8100;16,0000;150,0000;252,0000;73,0000;2,7000;0,1200;0,0130;2,5000;0,0000;0,0650;0,2120;2,9960;0,0940;0,0000;5,1800;12,0000;0.95;0,3000
10947;pork frsh ln top ln (chps) bnless ln w added sln ckd brld;170,0000;29,6500;1,9570;5,7300;0,0000;0,0000;0,0000;9,0000;0,5600;29,0000;317,0000;608,0000;315,0000;1,7400;0,0650;0,0140;55,6000;0,0000;0,6640;0,2400;8,9270;0,4650;0,0000;0,6800;0,0000;0.43;0,6000
17432;veal external fat only ckd;540,0000;15,2800;17,7540;53,2300;0,0000;0,0000;0,0000;58,0000;1,0900;26,0000;168,0000;152,0000;103,0000;1,4200;0,0740;0,0440;9,8000;0,0000;0,0530;0,1600;4,1600;0,2140;0,0000;1,6100;0,0000;0.45;3,6000
8034;cereals rte post fruity pebbles;402,0000;4,6200;3,6000;4,0200;86,1000;0,8000;34,2800;19,0000;6,6700;16,0000;71,0000;72,0000;531,0000;5,5600;0,1400;0,0000;10,2000;22,2000;1,3900;1,5700;18,5200;1,8500;4,0000;5,5600;833,0000;0.13;7,4000
A006;maize  dry ;334,1220;8,8000;0,4130;3,7700;64,7700;12,2400;1,6600;8,9100;2,4900;145,0000;279,0000;291,0000;4,4400;2,2700;0,4500;0,7100;8,6900;0,0000;0,3300;0,0900;2,6900;0,3400;25,8100;0,0000;19,2000;0.36;0,0336
35237;tamales masa  pork filling (hopi);168,0000;13,1900;1,3830;4,7000;18,2800;3,3000;1,5700;18,0000;0,6600;35,0000;141,0000;250,0000;298,0000;1,2700;0,0870;0,1600;32,6000;0,0000;0,1670;0,0700;2,8230;0,2620;0,0000;0,2200;81,0000;1.11;0,0000
23153;"beef rib eye stkrst bnless lip-on ln 18"" fat all grds raw";156,0000;21,9900;2,7590;7,5400;0,0000;0,0000;0,0000;6,0000;1,9400;23,0000;156,0000;276,0000;56,0000;5,6700;0,0760;0,0750;27,3000;0,0000;0,1150;0,2710;5,5550;0,4670;4,0000;1,8700;2,0000;0.15;0,1000
6980;soup bf stroganoff cnd chunky style rts;98,0000;5,1000;2,3240;4,6000;9,0000;0,6000;1,6800;20,0000;0,8800;2,0000;50,0000;140,0000;435,0000;1,1000;0,1000;0,0000;7,6000;0,0000;0,0400;0,0900;0,1000;0,0600;56,0000;0,2600;84,0000;0.41;0,0000
5679;chicken dk meat drumstk meat only w added soln ckd rstd;146,0000;25,3400;1,4380;5,0000;0,0000;0,0000;0,0000;12,0000;1,1000;20,0000;197,0000;250,0000;190,0000;2,6400;0,0800;0,0090;30,8000;0,0000;0,1020;0,2970;5,9130;0,4130;4,0000;0,4100;6,0000;0.23;0,1000
5303;poultry mechanically deboned from mature hens raw;243,0000;14,7200;4,7300;19,9800;0,0000;0,0000;0,0000;187,0000;1,2200;12,0000;132,0000;104,0000;40,0000;1,9000;0,0650;0,0190;15,7000;2,0000;0,0960;0,1400;5,2540;0,2800;5,0000;0,2700;45,0000;0,0000;0,0000
P081;tarlava;98,9460;21,7200;0,5040;1,2000;0,0000;0,0000;0,0000;11,6800;0,5300;30.1;199,0000;370,0000;67,4000;0,3100;0,0300;0,0100;23,4200;0,0000;0,0400;0,0400;2,1300;149,0000;1380,0000;0,0000;0,0000;0.6;0,0000
8348;cereals rte malt-o-meal crispy rice;346,0000;6,0700;0,0000;1,1200;86,4000;0,4000;7,8200;7,0000;27,2700;24,0000;121,0000;114,0000;924,0000;11,3500;0,2420;0,0000;0,0000;18,2000;1,1300;1,2800;15,1400;1,5100;4,0000;4,5500;455,0000;0,0000;3,0000
5185;turkey from whl lt meat raw;114,0000;23,6600;0,2890;1,4800;0,1400;0,0000;0,0500;11,0000;0,7300;28,0000;201,0000;242,0000;113,0000;1,2800;0,0700;0,0110;22,7000;0,0000;0,0420;0,1450;9,9240;0,8130;7,0000;0,6300;6,0000;0.06;0,1000
43387;turnip grns cnd no salt;19,0000;1,3600;0,0700;0,3000;2,8100;1,3000;0,4200;118,0000;1,5100;20,0000;21,0000;141,0000;29,0000;0,2300;0,0830;0,2630;0,7000;15,5000;0,0100;0,0600;0,3600;0,0400;92,0000;0,0000;298,0000;1.47;0,0000
11982;peppers pasilla dried;345,0000;12,3500;0,0000;15,8500;51,1300;26,8000;0,0000;97,0000;9,8300;130,0000;267,0000;2222,0000;89,0000;1,4000;0,4230;1,5800;3,2000;6,4000;0,1720;3,1970;7,1750;4,2280;170,0000;0,0000;1788,0000;0,0000;0,0000
H015;niger seeds  black ;512,4160;18,9200;5,9450;38,6100;22,9800;10,9300;1,7500;572,0000;18,1900;346,0000;461,0000;716,0000;10,7000;4,9800;1,2000;3,0800;39,3100;0,0000;0,4600;0,2300;1,1400;0,4500;140,0000;0,0000;0,8100;1.44;0,0000
14066;beverages prot pdr whey bsd;352,0000;78,1300;0,7810;1,5600;6,2500;3,1000;0,0000;469,0000;1,1300;195,0000;1321,0000;500,0000;156,0000;6,1800;0,0490;0,0000;26,7000;0,0000;0,6090;2,0170;1,1360;0,6070;33,0000;2,4500;0,0000;0,0000;0,0000
11180;corn swt yel frz krnls on cob unprep;98,0000;3,2800;0,1200;0,7800;23,5000;2,8000;3,7800;4,0000;0,6800;32,0000;87,0000;294,0000;5,0000;0,7000;0,0510;0,1580;0,8000;7,2000;0,1030;0,0880;1,6810;0,1790;40,0000;0,0000;12,0000;0.09;0,0000
18039;bread oatmeal;269,0000;8,4000;0,7030;4,4000;48,5000;4,0000;8,1400;66,0000;2,7000;37,0000;126,0000;142,0000;447,0000;1,0200;0,2090;0,9400;24,6000;0,0000;0,3990;0,2400;3,1360;0,0680;27,0000;0,0300;5,0000;0.48;0,0000
