;;nutrition;;;;;;;vitamins & minerals;;;;;;;;;;;;;;;;;;;
NDB_No;Descrip;Energy_kcal;Protein_g;Saturated_fats_g;Fat_g;Carb_g;Fiber_g;Sugar_g;Calcium_mg;Iron_mg;Magnesium_mg;Phosphorus_mg;Potassium_mg;Sodium_mg;Zinc_mg;Copper_mcg;Manganese_mg;Selenium_mcg;VitC_mg;Thiamin_mg;Riboflavin_mg;Niacin_mg;VitB6_mg;Folate_mcg;VitB12_mcg;VitA_mcg;VitE_mg;VitD2_mcg
6463;soup tomato rice cnd prep w eq volume h2o;47,0000;0,8200;0,2000;1,0600;8,5400;0,7000;2,9500;11,0000;0,3100;2,0000;13,0000;129,0000;319,0000;0,2000;0,0550;0,1500;0,9000;5,8000;0,0240;0,0200;0,4110;0,0300;6,0000;0,0000;12,0000;0.86;0,0000
20422;cornmeal degermed unenr yel;370,0000;7,1100;0,2200;1,7500;79,4500;3,9000;1,6100;3,0000;1,1000;32,0000;99,0000;142,0000;7,0000;0,6600;0,0760;0,1740;10,5000;0,0000;0,1400;0,0500;1,0000;0,1820;30,0000;0,0000;11,0000;0.12;0,0000
28230;murray sugar free shortbread bites;371,0000;6,5000;4,9000;15,5000;75,3000;14,9000;1,2000;0,0000;3,0000;24,0000;109,0000;104,0000;518,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,4800;0,3000;3,6000;0,0200;0,0000;0,0000;0,0000;0,0000;0,0000
32003;rice  vermicelli mix rice pilaf flavor prep w 80 margarin;148,0000;2,9400;0,7440;3,7000;25,6700;0,6000;0,2600;29,0000;0,8500;11,0000;48,0000;69,0000;430,0000;0,3900;0,0570;0,2870;10,3000;0,0000;0,1670;0,0270;1,8530;0,1330;0,0000;0,0000;39,0000;0.26;0,0000
28222;murray sugar free fudge dipped grahams;483,0000;5,7000;19,1000;27,5000;63,3000;3,8000;0,4000;0,0000;3,1000;24,0000;117,0000;229,0000;278,0000;0,6000;0,0000;0,0000;0,0000;0,0000;0,2300;0,1600;1,9000;0,0400;0,0000;0,0000;0,0000;0,0000;0,0000
17447;"lamb aus frsh rack rst frnched dnuded bone-in ln 0"" ckd rstd";175,0000;26,5200;3,5400;7,6300;0,0000;0,0000;0,0000;7,0000;1,9400;22,0000;168,0000;230,0000;72,0000;2,3300;0,0940;0,0040;12,4000;0,0000;0,1400;0,3800;7,8100;0,5350;0,0000;1,4200;3,0000;0.27;0,0000
P025;kannadi paarai;101,0970;22,0900;0,4790;1,2700;0,0000;0,0000;0,0000;9,0400;0,3100;32.36;252,0000;432,0000;59,5700;0,4000;0,0300;0,0100;23,2600;0,0000;0,0400;0,0300;1,8100;67,0900;561,0000;0,0000;0,0000;0.7;0,0000
12202;chestnuts japanese raw;154,0000;2,2500;0,0780;0,5300;34,9100;0,0000;0,0000;31,0000;1,4500;49,0000;72,0000;329,0000;14,0000;1,1000;0,5620;1,5910;0,0000;26,3000;0,3440;0,1630;1,5000;0,2830;47,0000;0,0000;2,0000;0,0000;0,0000
P004;ari fish;99,1850;22,0100;0,4080;1,1100;0,0000;0,0000;0,0000;4,3600;0,4700;30.27;265,0000;447,0000;37,3500;0,3100;0,0200;0,0100;53,2100;0,0000;0,0600;0,0300;3,6500;218,0000;602,0000;0,0000;0,0000;0.1;0,0000
6444;soup mushroom w bf stock cnd prep w eq volume h2o;35,0000;1,2900;0,6400;1,6500;3,8100;0,3000;0,0000;4,0000;0,3400;4,0000;15,0000;65,0000;397,0000;0,5700;0,1030;0,1540;0,0000;0,4000;0,0140;0,0390;0,4940;0,0150;4,0000;0,0000;26,0000;0,0000;0,0000
35028;cockles raw (alaska native);79,0000;13,5000;0,0000;0,7000;4,7000;0,0000;0,0000;30,0000;16,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0100;0,2000;3,2000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
5227;turkey wing from whl bird meat only raw;114,0000;23,6600;0,2890;1,4800;0,1400;0,0000;0,0500;11,0000;0,7300;28,0000;201,0000;242,0000;113,0000;1,2800;0,0700;0,0110;22,7000;0,0000;0,0420;0,1450;9,9240;0,8130;7,0000;0,6300;6,0000;0.06;0,1000
18259;english muffin pln tstd enr wca prop(incl sourdough);270,0000;10,3200;0,5330;2,0200;52,6500;2,8000;3,4700;197,0000;4,6500;28,0000;107,0000;129,0000;477,0000;1,4000;0,1600;0,6300;26,3000;1,7000;0,5410;0,2800;4,9900;0,0670;31,0000;0,0500;0,0000;0.36;0,0000
1235;yogurt frz flavors not choc nonfat milk w low-calorie swtnr;104,0000;4,4000;0,4880;0,8000;19,7000;2,0000;12,6100;159,0000;0,0400;40,0000;129,0000;339,0000;81,0000;0,4900;0,2030;0,0000;2,8000;0,7000;0,0400;0,1800;0,2000;0,0400;12,0000;0,4900;2,0000;0.08;0,0000
17381;lamb nz imp tunnel-boned leg chump off shank off ln raw;121,0000;20,9300;1,3700;4,0900;0,0000;0,0000;0,0000;4,0000;1,4000;24,0000;197,0000;344,0000;60,0000;3,2600;0,1230;0,0110;3,6000;0,0000;0,1400;0,2010;5,2340;0,2250;0,0000;1,8900;3,0000;0.3;0,0000
11861;squash smmr zucchini incl skn ckd bld drnd wsalt;15,0000;1,1400;0,0720;0,3600;2,6900;1,0000;1,7100;18,0000;0,3700;19,0000;37,0000;264,0000;239,0000;0,3300;0,0520;0,1730;0,2000;12,9000;0,0350;0,0240;0,5100;0,0800;28,0000;0,0000;56,0000;0.12;0,0000
23003;"beef shrt loin prtrhs steak lnfat 18""fat sel raw";208,0000;20,6900;5,6960;13,2700;0,0000;0,0000;0,0000;19,0000;2,1300;10,0000;179,0000;235,0000;42,0000;3,0900;0,0650;0,0020;19,2000;0,0000;0,0530;0,2020;4,8650;0,6720;3,0000;1,8300;4,0000;0.2;0,1000
17300;"lamb aus imp frsh leg sirloin half bnless ln 18""fat raw";138,0000;20,4800;2,3080;5,6400;0,0000;0,0000;0,0000;10,0000;1,7500;23,0000;195,0000;328,0000;80,0000;3,5000;0,1790;0,0170;9,8000;0,0000;0,1550;0,3200;5,5600;0,4060;0,0000;3,0100;0,0000;0,0000;0,0000
5129;chicken stewing lt meat meat only raw;137,0000;23,1000;0,9700;4,2100;0,0000;0,0000;0,0000;11,0000;0,9200;26,0000;231,0000;261,0000;53,0000;0,6000;0,0670;0,0180;17,8000;1,8000;0,1320;0,1230;9,9150;0,5700;4,0000;0,4000;21,0000;0.23;0,0000
3286;babyfood veg mix veg str;36,0000;1,0000;0,0890;0,5000;8,2500;1,5000;1,5700;13,0000;0,3200;10,0000;22,0000;127,0000;0,0000;0,1500;0,0400;0,0000;0,7000;1,7000;0,0220;0,0250;0,3270;0,0550;4,0000;0,0000;158,0000;0.24;0,0000
28303;crackers chs whl grain;412,0000;9,6200;3,2060;16,0300;57,2900;6,4000;0,0000;128,0000;3,4600;68,0000;264,0000;212,0000;802,0000;1,8400;0,2310;0,0000;40,3000;0,0000;0,2890;0,5450;5,1300;0,2030;41,0000;0,0600;12,0000;1.08;0,1000
5175;turkey heart all classes raw;140,0000;16,7000;1,9230;7,4400;0,4000;0,0000;0,0000;18,0000;3,7000;21,0000;183,0000;179,0000;129,0000;3,2100;0,4880;0,1020;35,4000;3,0000;0,1650;1,1300;6,4400;0,4790;0,0000;13,3000;82,0000;0.31;0,4000
23435;beef nz imp subcutaneous fat ckd;731,0000;6,5000;30,2560;78,3000;0,0000;0,0000;0,0000;17,0000;0,4700;7,0000;66,0000;129,0000;25,0000;0,4300;0,0150;0,0020;2,2000;0,0000;0,0630;0,0340;1,2700;0,0570;0,0000;0,3400;0,0000;0,0000;0,3000
23615;"beef brisket flat half ln 18"" fat choic ckd brsd";203,0000;33,1300;2,5720;6,7900;0,0000;0,0000;0,0000;14,0000;2,8800;22,0000;202,0000;261,0000;53,0000;7,7600;0,1220;0,0120;32,9000;0,0000;0,0660;0,2210;5,0030;0,3280;11,0000;2,5700;0,0000;0.5;0,0000
9288;prunes cnd hvy syrup pk solliquids;105,0000;0,8700;0,0160;0,2000;27,8000;3,8000;0,0000;17,0000;0,4100;15,0000;26,0000;226,0000;3,0000;0,1900;0,1180;0,0980;0,0000;2,8000;0,0340;0,1220;0,8660;0,2030;0,0000;0,0000;40,0000;0,0000;0,0000
10862;pork cured bacon pre-sliced ckd pan-fried;468,0000;33,9200;11,9640;35,0900;1,7000;0,0000;0,0000;11,0000;0,9500;31,0000;388,0000;499,0000;1684,0000;3,0600;0,1050;0,0220;50,7000;0,0000;0,5600;0,2320;10,4570;0,5350;0,0000;1,0900;11,0000;0.42;0,4000
28322;bagels multigrain;241,0000;9,9000;0,0000;1,2400;47,4700;6,2000;8,6600;124,0000;2,2300;85,0000;188,0000;204,0000;359,0000;1,5200;0,2360;1,7900;26,9000;0,0000;0,4220;0,2530;4,2650;0,1800;33,0000;0,0000;0,0000;0.66;0,0000
28204;mother's jungle animal cookies;514,0000;3,8000;24,3000;25,3000;68,3000;0,8000;44,2000;0,0000;1,5000;10,0000;63,0000;98,0000;192,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,2300;0,2000;1,8000;0,0200;0,0000;0,0000;0,0000;0,0000;0,0000
8054;cereals rte quaker 100 nat granola oats wheat  honey;421,0000;10,5500;1,2400;11,6200;73,6500;10,2000;20,3400;109,0000;2,8100;121,0000;392,0000;483,0000;50,0000;2,9500;0,3120;0,0000;17,3000;0,2000;0,4110;0,2890;2,3080;0,2310;37,0000;0,1700;2,0000;1.3;0,0000
7921;bacon  bf stks;517,0000;29,1000;16,0000;44,2000;0,8000;0,0000;0,8000;14,0000;1,8600;17,0000;142,0000;385,0000;1420,0000;3,2300;0,0800;0,0380;26,1000;0,0000;0,6000;0,2850;4,8670;0,5000;2,0000;1,9000;0,0000;0,0000;0,0000
1034;cheese port de salut;352,0000;23,7800;16,6910;28,2000;0,5700;0,0000;0,5700;650,0000;0,4300;24,0000;360,0000;136,0000;534,0000;2,6000;0,0220;0,0110;14,5000;0,0000;0,0140;0,2400;0,0600;0,0530;18,0000;1,5000;315,0000;0.24;0,5000
13893;"beef rnd top rnd steak ln  fat 18"" fat all grds ckd brld";204,0000;30,6700;3,4150;9,0000;0,0000;0,0000;0,0000;7,0000;2,5300;20,0000;193,0000;252,0000;41,0000;5,2000;0,0740;0,0110;31,7000;0,0000;0,0700;0,1630;5,3600;0,4030;10,0000;1,7100;0,0000;0.43;0,1000
11599;winged bean tuber raw;148,0000;11,6000;0,2220;0,9000;28,1000;0,0000;0,0000;30,0000;2,0000;24,0000;45,0000;586,0000;35,0000;1,3900;1,3860;0,5320;0,7000;0,0000;0,3790;0,1490;1,6400;0,0750;19,0000;0,0000;0,0000;0,0000;0,0000
6251;campbell's chunky micro bowls old fash veg bf rts;41,0000;2,8600;0,2040;0,6100;5,7100;1,2000;1,6300;16,0000;0,4400;0,0000;0,0000;0,0000;359,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
28076;keebler fudge shoppe cheesecake middles dk choc;506,0000;4,4000;14,1000;26,5000;64,7000;4,1000;33,7000;0,0000;3,5000;24,0000;41,0000;232,0000;320,0000;0,1000;0,0000;0,0000;0,0000;0,0000;0,2200;0,1200;1,7000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
16046;beans sml white mature seeds ckd bld wosalt;142,0000;8,9700;0,1660;0,6400;25,8100;10,4000;0,0000;73,0000;2,8400;68,0000;169,0000;463,0000;2,0000;1,0900;0,1490;0,5100;1,3000;0,0000;0,2360;0,0590;0,2720;0,1270;137,0000;0,0000;0,0000;0,0000;0,0000
35143;tortilla incl pln  from mutton sndwch (navajo);237,0000;7,2800;0,2960;0,9500;49,9400;2,4000;2,7500;70,0000;3,8100;19,0000;146,0000;105,0000;482,0000;0,3200;0,1020;0,2680;16,6000;0,0000;0,3700;0,1140;4,1250;0,0600;11,0000;0,0000;0,0000;0.19;0,0000
15141;crab blue canned;83,0000;17,8800;0,2010;0,7400;0,0000;0,0000;0,0000;91,0000;0,5000;36,0000;234,0000;259,0000;563,0000;3,8100;0,8140;0,0740;42,9000;3,3000;0,0230;0,0930;2,7470;0,1560;51,0000;3,3300;1,0000;1.84;0,0000
10951;pork frsh loin tenderloin ln  fat w added sln raw;114,0000;20,1600;1,0450;3,1400;0,0000;0,0000;0,0000;5,0000;0,9100;23,0000;286,0000;519,0000;239,0000;1,7200;0,1020;0,0100;34,7000;0,0000;0,7450;0,3330;6,3820;0,7460;0,0000;0,5200;0,0000;0.21;0,2000
36603;restaurant chinese bf  veg;105,0000;7,0800;0,9780;5,3000;7,2900;1,5000;2,4100;22,0000;1,1100;15,0000;76,0000;204,0000;409,0000;1,5000;0,0490;0,1470;6,7000;11,6000;0,0330;0,0550;1,3200;0,1610;45,0000;0,4800;63,0000;0.82;0,1000
23265;"beef ribeye petite roastfilet bnless ln 0"" fat sel raw";125,0000;22,8900;1,2650;3,7200;0,0000;0,0000;0,0000;5,0000;2,1700;26,0000;233,0000;389,0000;57,0000;6,1000;0,0730;0,0000;23,5000;0,0000;0,0730;0,2190;5,7170;0,5750;4,0000;2,6900;2,0000;0,0000;0,1000
8105;cereals farina enr assorted brands quick ckd w h2o wo salt;55,0000;1,8200;0,0660;0,3400;10,9200;0,8000;0,7600;97,0000;5,3300;7,0000;37,0000;23,0000;18,0000;0,2300;0,0410;0,1960;12,8000;0,0000;0,1260;0,0650;1,4930;0,0960;17,0000;0,0000;0,0000;0.04;0,0000
23474;beef ground 93 ln meat 7 fat patty ckd pan-broiled;182,0000;25,5600;3,2860;8,0100;0,0600;0,0000;0,0000;11,0000;2,8200;24,0000;220,0000;371,0000;72,0000;6,4000;0,0890;0,0120;20,9000;0,0000;0,0430;0,1770;6,1750;0,3860;7,0000;2,7900;3,0000;0.13;0,0000
11843;potatoes au gratin home-prepared from recipe using margarine;132,0000;5,0600;3,5300;7,5900;11,2700;1,8000;0,0000;119,0000;0,6400;20,0000;113,0000;396,0000;433,0000;0,6900;0,1600;0,1610;2,7000;9,9000;0,0640;0,1160;0,9930;0,1740;8,0000;0,0000;64,0000;0,0000;0,0000
28308;crackers std snack-type w whl wheat;463,0000;7,2900;4,3450;17,8400;68,3700;4,9000;10,4300;167,0000;3,6500;47,0000;356,0000;209,0000;748,0000;1,1100;0,1970;0,9160;8,7000;0,0000;0,3200;0,2430;4,4530;0,1800;36,0000;0,0000;0,0000;2.9;0,0000
12169;sesame butter paste;586,0000;18,0800;7,1240;50,8700;24,0500;5,5000;0,0000;960,0000;19,2000;362,0000;659,0000;582,0000;12,0000;7,2900;4,2140;2,5400;35,5000;0,0000;0,2400;0,2000;6,7000;0,8160;100,0000;0,0000;3,0000;0,0000;0,0000
19000;schiff tiger's milk bar;422,0000;16,8000;2,0730;14,2900;56,4600;2,3000;36,4000;429,0000;10,2800;336,0000;560,0000;294,0000;168,0000;1,4400;0,2690;0,9440;5,9000;16,8000;1,4700;0,3190;4,0390;1,6800;55,0000;4,2000;1,0000;2.48;0,0000
19336;sugars powdered;389,0000;0,0000;0,0000;0,0000;99,7700;0,0000;97,8100;1,0000;0,0600;0,0000;0,0000;2,0000;2,0000;0,0100;0,0070;0,0040;0,6000;0,0000;0,0000;0,0190;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
35086;whale bowhead skn  subcutaneous fatmuktuk(alaska native);465,0000;12,6000;6,5600;46,1000;0,0000;0,0000;0,0000;5,0000;0,0000;0,0000;87,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0800;0,0200;0,8000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
11752;cabbage red ckd bld drnd wsalt;29,0000;1,5100;0,0110;0,0900;6,9400;2,6000;3,3200;42,0000;0,6600;17,0000;33,0000;262,0000;244,0000;0,2500;0,0540;0,2230;2,3000;10,8000;0,0710;0,0600;0,3820;0,2250;24,0000;0,0000;2,0000;0.12;0,0000
13862;"beef shldr top blde stk bnls ln  fat 0"" fat sel ckd g";194,0000;27,7000;3,8680;9,2900;0,0000;0,0000;0,0000;14,0000;3,0200;24,0000;224,0000;388,0000;88,0000;9,7100;0,1110;0,0150;31,9000;0,0000;0,0990;0,3060;4,4710;0,3950;7,0000;5,2800;7,0000;0.12;0,1000
13961;"beef chuck mock tender steak ln 0"" fat choic ckd brld";161,0000;25,7400;1,7100;5,6900;0,0000;0,0000;0,0000;8,0000;3,0200;23,0000;234,0000;293,0000;73,0000;7,8300;0,1210;0,0000;25,2000;0,0000;0,1100;0,2290;3,6130;0,3200;8,0000;3,3700;0,0000;0.16;0,0000
11015;asparagus cnd drnd sol;19,0000;2,1400;0,1470;0,6500;2,4600;1,6000;1,0600;16,0000;1,8300;10,0000;43,0000;172,0000;287,0000;0,4000;0,0960;0,1700;1,7000;18,4000;0,0610;0,1000;0,9540;0,1100;96,0000;0,0000;41,0000;1.22;0,0000
16535;worthington stripples frz unprep;346,0000;12,4000;4,2000;26,6000;14,3000;5,1000;0,8000;42,0000;3,6000;0,0000;285,0000;97,0000;1463,0000;0,6000;0,0000;0,0000;0,0000;0,0000;10,1000;0,4000;8,8000;0,5000;0,0000;3,4000;0,0000;0,0000;0,0000
1259;cheese sprd american or cheddar chs base red fat;176,0000;13,4100;5,6470;8,8800;10,7100;0,0000;7,0600;557,0000;0,3600;27,0000;931,0000;250,0000;1102,0000;1,8100;0,0320;0,0260;15,5000;0,0000;0,0380;0,4420;0,1530;0,0990;0,0000;1,1700;185,0000;0.46;0,0000
14611;beverages v8 splash juc drinks berry blend;29,0000;0,0000;0,0000;0,0000;7,4100;0,0000;7,4100;0,0000;0,0000;0,0000;0,0000;14,0000;21,0000;0,0000;0,0000;0,0000;0,0000;24,7000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;1.11;0,0000
6596;campbell's soup on the go cheesy potato w bacon flavor soup;43,0000;0,6600;0,6560;1,9700;5,2500;0,3000;1,3100;7,0000;0,1200;0,0000;0,0000;0,0000;292,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
17427;veal loin chop ln ckd grilled;159,0000;29,7500;1,7420;4,4400;0,0700;0,0000;0,0000;13,0000;0,7900;33,0000;214,0000;239,0000;85,0000;1,8300;0,1240;0,0120;26,1000;0,0000;0,0700;0,3300;7,9400;0,6910;7,0000;2,8900;0,0000;0.38;0,8000
36053;carrabba's italian grill chs ravioli w marinara sau;156,0000;7,9600;2,8170;6,0000;17,6200;1,4000;4,1500;135,0000;0,5200;21,0000;126,0000;195,0000;371,0000;0,8100;0,0900;0,1830;22,0000;0,0000;0,0530;0,1700;0,9030;0,0900;0,0000;0,4000;58,0000;0.49;0,0000
17181;game meat rabbit wild ckd stwd;173,0000;33,0200;1,0500;3,5100;0,0000;0,0000;0,0000;18,0000;4,8500;31,0000;240,0000;343,0000;45,0000;2,3800;0,1760;0,0000;15,2000;0,0000;0,0200;0,0700;6,4000;0,3400;8,0000;6,5100;0,0000;0.41;0,0000
4028;salad drsng mayo imitn milk crm;97,0000;2,1000;2,8000;5,1000;11,1000;0,0000;0,0000;72,0000;0,5000;7,0000;57,0000;97,0000;504,0000;0,2500;0,0100;0,0010;1,6000;0,3000;0,0240;0,0970;0,0540;0,0210;3,0000;0,2300;4,0000;0.4;0,0000
17118;veal shldr whl (armbld) lnfat ckd rstd;184,0000;25,3200;3,4000;8,4200;0,0000;0,0000;0,0000;27,0000;1,0300;25,0000;215,0000;322,0000;96,0000;5,1200;0,1390;0,0300;10,7000;0,0000;0,0700;0,3400;6,3300;0,2600;12,0000;1,8200;0,0000;0.46;0,0000
13065;"beef flank steak ln  fat 0"" fat choic raw";165,0000;21,2200;3,4430;8,2900;0,0000;0,0000;0,0000;27,0000;1,5500;22,0000;193,0000;330,0000;54,0000;3,8100;0,0710;0,0130;23,3000;0,0000;0,0560;0,0900;6,8420;0,5710;12,0000;1,1800;0,0000;0.33;0,1000
21333;mcdonald's vanilla red fat ice crm cone;162,0000;4,2400;2,4100;4,8600;26,3600;0,1000;19,4900;129,0000;0,3500;13,0000;111,0000;193,0000;67,0000;0,5000;0,0230;0,0380;0,0000;0,0000;0,0430;0,2460;0,4980;0,0540;9,0000;0,5800;0,0000;0.03;0,0000
14165;beverages carb limeade hi caffeine;18,0000;0,0000;0,0000;0,1100;4,1600;0,0000;3,9700;2,0000;0,0300;0,0000;29,0000;19,0000;40,0000;0,0100;0,0060;0,0040;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000
23387;"beef ln tp ln steak bnless lip-on ln  fat 18"" fat sel raw";191,0000;21,5400;5,2020;11,6500;0,0000;0,0000;0,0000;15,0000;1,7100;11,0000;191,0000;258,0000;45,0000;3,2400;0,0410;0,0020;20,0000;0,0000;0,0560;0,1970;5,8790;0,5230;3,0000;1,7800;4,0000;0.19;0,1000
17458;"lamb aus frsh leg trotter off bone-in ln  fat 18"" fat raw";175,0000;21,9500;4,4640;9,7300;0,0000;0,0000;0,0000;3,0000;2,0900;21,0000;156,0000;225,0000;75,0000;2,7200;0,1180;0,0050;6,9000;0,0000;0,1320;0,3700;6,2510;0,4260;0,0000;1,5600;2,0000;0.11;0,0000
D004;bitter gourd  jagged  teeth ridges  elongate ;20,7930;1,4400;0,1440;0,2400;2,8200;3,7800;0,0400;21,3600;1,1500;43.75;62,1300;326,0000;13,0900;0,5700;0,0900;0,3700;0,0200;46,5300;0,0500;0,0400;0,2700;0,0500;60,2800;0,0000;10,9000;0.03;0,0019
17453;"lamb aus imp frsh leg bttm bnless ln  fat 18"" fat ckd rstd";219,0000;27,5400;5,2230;12,0400;0,0000;0,0000;0,0000;3,0000;2,0100;23,0000;191,0000;279,0000;69,0000;3,5300;0,1200;0,0050;6,3000;0,0000;0,1430;0,5140;6,6460;0,4290;0,0000;2,2500;2,0000;0.24;0,0000
3141;babyfood pears dices todd;57,0000;0,3000;0,0100;0,1000;13,6000;1,2000;8,6600;10,0000;0,2000;7,0000;13,0000;51,0000;6,0000;0,0900;0,0400;0,0300;0,4000;31,3000;0,0100;0,0200;0,1300;0,0400;1,0000;0,0000;1,0000;0.11;0,0000
8411;cereals quaker inst oatmeal dinosaur eggs brown sugar dry;384,0000;8,6900;2,4200;7,5900;73,6800;6,4000;28,9100;220,0000;7,9100;89,0000;302,0000;250,0000;500,0000;2,0100;0,0000;0,0000;0,0000;0,0000;0,6600;0,7500;8,7900;0,8800;0,0000;0,0000;0,0000;0.43;0,0000
12024;sesame seeds whl rstdtstd;565,0000;16,9600;6,7220;48,0000;25,7400;14,0000;0,0000;989,0000;14,7600;356,0000;638,0000;475,0000;11,0000;7,1600;2,4700;2,4960;34,4000;0,0000;0,8030;0,2510;4,5810;0,8020;98,0000;0,0000;0,0000;0,0000;0,0000
19353;syrups maple;260,0000;0,0400;0,0070;0,0600;67,0400;0,0000;60,4600;102,0000;0,1100;21,0000;2,0000;212,0000;12,0000;1,4700;0,0180;2,9080;0,6000;0,0000;0,0660;1,2700;0,0810;0,0020;0,0000;0,0000;0,0000;0,0000;0,0000
18219;crackers matzo whole-wheat;351,0000;13,1000;0,2430;1,5000;78,9000;11,8000;0,0000;23,0000;4,6500;134,0000;305,0000;316,0000;2,0000;2,6100;0,3500;3,5000;75,1000;0,0000;0,3650;0,2710;5,4100;0,1590;35,0000;0,0000;0,0000;0,0000;0,0000
22991;kashi steam meal sesame chick frz entree;110,0000;6,1000;0,8000;3,5000;15,7000;2,9000;3,0000;26,0000;1,0000;20,0000;56,0000;204,0000;233,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,0900;0,0400;0,6000;0,1000;0,0000;0,0000;0,0000;0,0000;0,0000
19919;candies fruit snacks w hi vit c;352,0000;0,0800;0,0000;0,0000;87,9700;0,0000;68,1800;0,0000;0,0000;1,0000;3,0000;8,0000;23,0000;0,1900;0,0150;0,0140;1,1000;136,4000;0,0250;0,0080;0,0080;0,0010;1,0000;0,0000;0,0000;0,0000;0,0000
11564;turnips raw;28,0000;0,9000;0,0110;0,1000;6,4300;1,8000;3,8000;30,0000;0,3000;11,0000;27,0000;191,0000;67,0000;0,2700;0,0850;0,1340;0,7000;21,0000;0,0400;0,0300;0,4000;0,0900;15,0000;0,0000;0,0000;0.03;0,0000
15021;croaker atlantic ckd breadedfried;221,0000;18,2000;3,4760;12,6700;7,5400;0,4000;0,0000;32,0000;0,8600;42,0000;217,0000;340,0000;348,0000;0,5200;0,0650;0,0800;38,8000;0,0000;0,0900;0,1300;4,3000;0,2600;18,0000;2,1000;23,0000;0,0000;0,0000
8161;cereals corn grits white reg  quick enr ckd w h2o w salt;71,0000;1,7100;0,0660;0,4600;14,7600;0,8000;0,1200;1,0000;0,5700;7,0000;20,0000;27,0000;223,0000;0,1800;0,0000;0,0370;3,1000;0,0000;0,0860;0,0580;0,7990;0,0460;14,0000;0,0000;0,0000;0.03;0,0000
17215;lamb var meatsby-products spleen ckd brsd;156,0000;26,4600;1,5800;4,7700;0,0000;0,0000;0,0000;13,0000;38,6700;21,0000;341,0000;248,0000;58,0000;3,9400;0,1390;0,0620;49,8000;26,0000;;0,3160;5,8680;0,0800;4,0000;5,2900;0,0000;0,0000;0,0000
35152;fish salmon chum raw (alaska native);116,0000;20,6900;0,5470;3,6700;0,0000;0,0000;0,0000;7,0000;0,5600;26,0000;230,0000;370,0000;59,0000;0,5400;0,1370;0,0300;39,7000;0,0000;0,1560;0,2170;8,7900;0,1890;18,0000;8,0800;32,0000;0.49;0,0000
18258;english muffin  pln enchedwca prop (incld sourdough);227,0000;8,8700;0,7330;1,6900;44,1700;3,5000;3,5300;163,0000;4,0000;24,0000;92,0000;109,0000;425,0000;1,0500;0,1350;0,5050;22,4000;1,8000;0,4770;0,2500;4,0700;0,0540;40,0000;0,0400;0,0000;0.31;0,0000
43369;beverages chocolate-flavored drk whey  milk bsd;49,0000;0,6400;0,3100;0,4000;10,6800;0,6000;8,6800;100,0000;0,3300;11,0000;24,0000;79,0000;91,0000;0,1600;0,0740;0,0730;0,7000;2,0000;0,0100;0,0510;0,1060;0,0110;1,0000;0,0600;60,0000;0.01;1,3000
3178;babyfood juc pruneorange;70,0000;0,6000;0,0000;0,3000;16,8000;0,0000;0,0000;12,0000;0,8700;8,0000;10,0000;181,0000;2,0000;0,0400;0,0460;0,0000;0,1000;63,8000;0,0440;0,1200;0,3960;0,0610;13,0000;0,0000;7,0000;0,0000;0,0000
15063;pike northern ckd dry heat;113,0000;24,6900;0,1510;0,8800;0,0000;0,0000;0,0000;73,0000;0,7100;40,0000;282,0000;331,0000;49,0000;0,8600;0,0650;0,3100;16,2000;3,8000;0,0670;0,0770;2,8000;0,1350;17,0000;2,3000;24,0000;0,0000;0,0000
28201;mother's holiday circus animal cookies;515,0000;3,8000;24,7000;25,3000;68,3000;0,8000;44,3000;0,0000;1,5000;10,0000;63,0000;98,0000;192,0000;0,4000;0,0000;0,0000;0,0000;0,0000;0,2300;0,2000;1,8000;0,0200;0,0000;0,0000;0,0000;0,0000;0,0000
10952;pork frsh loin tnderln ln  ft w added sln ckd rstd;121,0000;21,5000;1,2700;3,7000;0,3100;0,0000;0,0000;5,0000;0,9700;25,0000;315,0000;563,0000;230,0000;1,9900;0,1050;0,0120;45,4000;0,0000;0,7840;0,3580;7,3600;0,6070;0,0000;0,4800;0,0000;0.07;0,2000
